user,rating,review,date,year
OnAir32134039170,5,Beautiful local class in village,Sep 2023 • Couples,2023
Lara M,5,Such lovely people and a great experience,Sep 2023 • Couples,2023
Paige M,5,Once in a lifetime experience,Sep 2023 • Family,2023
Alina G,5,Beautiful ring making experience,Sep 2023 • Friends,2023
dummy o,5,Unique and fun experience,Sep 2023 • Family,2023
james g,5,Brilliant activity,Sep 2023 • Couples,2023
Traveler67046384103,5,Great class,Sep 2023 • Family,2023
S W,5,Memories of Bali,Unknown date,Unknown
Hamish Kilpatrick,5,Amazing experience,Sep 2023 • Couples,2023
Katie Derham,5,Great afternoon ring making,Unknown date,Unknown
Tana Seis,5,Amazing experience,Aug 2023 • Couples,2023
Jordan,5,Tons of fun!,Aug 2023 • Couples,2023
Maile L,5,A lovely morning making jewelry,Aug 2023 • Solo,2023
Alberto,5,Amazing time,Aug 2023 • Couples,2023
Lynn V,5,Highly recommended!,Aug 2023 • Couples,2023
Floriane m,5,Jewelry class,Aug 2023 • Solo,2023
Jared D,5,Still in Awe!!,Jul 2023 • Solo,2023
juuliaemilia,5,Wonderful souvenirs and a fun experience,Unknown date,Unknown
Selina,5,Highly recommended! I,Jul 2023 • Couples,2023
freedazedaze,5,Wonderful,Jul 2023 • Solo,2023
Grace C,5,So much fun!,Jul 2023 • Solo,2023
Annabel H-S,5,a day to remember,Jul 2023 • Family,2023
Si Xuan,5,Amazing and thoughtful family of craftsmen guaranteed to leave you beyond satisfied,Jul 2023 • Couples,2023
Gijs v,5,Great 2 hour workshop.,Jul 2023 • Family,2023
Belinda R,5,Hidden gem!,Jul 2023 • Solo,2023
ablackleey,5,10/10 BEST CLASS EVER!,Jul 2023 • Couples,2023
Raphael S,5,FUN!,Jun 2023,2023
Josey T,5,Beautiful Custom Souvenir made by me!,Jul 2023 • Solo,2023
Vial M,5,Awesome,May 2023 • Couples,2023
Michelle W,5,Fun experience,May 2023 • Friends,2023
Gemma G,5,Ring making,May 2023 • Friends,2023
Beautyby d,5,Had a great time,May 2023 • Couples,2023
tanya,5,Best class ever,May 2023 • Friends,2023
Rebecca C,5,Wonderful afternoon,May 2023 • Friends,2023
S N,5,Great time,Apr 2023 • Couples,2023
Wennn,5,Superb Experience,Apr 2023 • Solo,2023
Debbie H,5,Amazing morning in a traditional Bali village,Apr 2023 • Friends,2023
Chloe,5,Awesome experience in offering lesson and purification,Mar 2023 • Family,2023
Putri T,5,"made my wedding bands here, meaningful experience!!",Feb 2023 • Friends,2023
Ubud Activities,5,What a great moment and activity In Ubud Bali,Feb 2023 • Couples,2023
Jesikah T,5,A MUST DO!!,Feb 2023 • Couples,2023
Lachie M,5,A very personal experience and souvenir,Jan 2023 • Solo,2023
Jessica P,5,A MUST DO,Jan 2023 • Couples,2023
Mary,5,Amazing bnb experience,Jan 2023 • Solo,2023
Lefty7716,5,Family experience- offering lesson and purification,Jan 2023 • Family,2023
Bron L,5,"What a terrific, and highly enjoyable experience!",Dec 2022,2022
Mark,5,Having fun crafting a ring,Unknown date,Unknown
ctyboy,5,An authentic taste of Balinese tradition,Unknown date,Unknown
Bene D,5,Jewellery course,Dec 2022 • Friends,2022
Bennii,5,Custom ring,Unknown date,Unknown
TeruB,5,“We had an absolutely amazing time! Thanks so much for everything.”,Nov 2022 • Couples,2022
DADDY,5,Remarkable fun and education for solo travellers and groups!,Unknown date,Unknown
Rita R,5,Very interisting,Oct 2022,2022
Wivine O,5,The best & useful experience!,Jul 2022 • Solo,2022
abhikumar777,5,Absolutely worth it.,Aug 2022 • Solo,2022
Ben,5,Best Tour on Bali,Sep 2022 • Couples,2022
Peggy C,5,True Meaning of Travel,Jul 2022 • Couples,2022
Sangayu Bali Cooking Class,5,I would highly recommend doing this experience,Jun 2022,2022
Kim O,5,Life-changing experience,Unknown date,Unknown
Max Tannchen,5,Taro traditional village - a dream,Mar 2021,2021
Matija,5,Authentic and educational experience - would recommend to anyone,Dec 2019,2019
Yonnette D,5,Felt Like Visiting Family,Unknown date,Unknown
taurusnyc,5,Great experience !! Definitely something to do while in bali.,Nov 2019 • Friends,2019
Tonya S,5,Even Better than Expected,Jul 2019,2019
romyjongen,5,Such a warm welcome and great experience!,Sep 2019 • Friends,2019
Elena G,5,Beautiful and very authentic!,Unknown date,Unknown
Ubud Activities,5,Amazing Experience with amazing family,Unknown date,Unknown
Dany S,5,Fun afternoon making coconut oil with a Balinese family,Jun 2019 • Solo,2019
Helen,5,Great Fun!,May 2019 • Friends,2019
Maonk S,5,Make Traditional Bali Coconut Oil with Bali's Family experience,Apr 2019 • Friends,2019
